main_category,subcategory,sub_subcategory,author_name,date,volume,page
works,canterburyTales,editionsFrench,Legouis,1906-8,V,111-113
works,canterburyTales,editionsFrench,Gebhart,1907,V,107-11
works,canterburyTales,editionsFrench,Maury,1909,V,119-120.
works,canterburyTales,parsonTale,Unknown,[c. 1420-30],I,32
works,canterburyTales,parsonTale,Unknown,[c. 1420-30],I,32
works,canterburyTales,parsonTale,Unknown,1841,II,240-241
works,canterburyTales,parsonTale,Hearne,1709,I,306-9
works,canterburyTales,parsonTale,Young,[c. 1730],IV,85
works,canterburyTales,parsonTale,Thoreau,1842,II,245.
works,canterburyTales,editionsEnglish,Chaucer,[1477-8],I,58
works,canterburyTales,editionsEnglish,Caxton,[c. 1483?],I,61-63
works,canterburyTales,editionsEnglish,Pynson,[c. 1492],I,64-65
works,canterburyTales,editionsEnglish,Chaucer,1498,I,65
works,canterburyTales,editionsEnglish,Pynson,1526,I,75
works,canterburyTales,editionsEnglish,Tyrwhitt,1775,I,442-446
works,canterburyTales,editionsEnglish,Tyrwhitt,1778,I,451
works,canterburyTales,editionsEnglish,Chaucer,1798,I,500
works,canterburyTales,editionsEnglish,Cumberland,[1820?],II,121
works,canterburyTales,editionsEnglish,Chaucer,1822,II,136
works,canterburyTales,editionsEnglish,Chaucer,1824,II,149
works,canterburyTales,editionsEnglish,Chaucer,[n.a. 1841],II,229
works,canterburyTales,editionsEnglish,Chaucer,1847-51,II,274
works,canterburyTales,editionsEnglish,Chaucer,[1853],III,12
works,canterburyTales,editionsEnglish,Chaucer,1853,III,12
works,canterburyTales,editionsEnglish,Chaucer,1860,III,52-53
works,canterburyTales,editionsEnglish,Chaucer,1868-77,III,95-96
works,canterburyTales,editionsEnglish,[Baynes,1870,III,98-107.
works,canterburyTales,wifeBathPrologue,Pope,1714,I,330
works,canterburyTales,wifeBathPrologue,Unknown,1520,IV,11
works,canterburyTales,wifeBathPrologue,Lydgate,[c. 1430?],I,35
works,canterburyTales,wifeBathPrologue,Unknown,[c. 1440],I,44-45
works,canterburyTales,wifeBathPrologue,Skelton,1507,I,69
works,canterburyTales,wifeBathPrologue,Nashe,1592,I,136
works,canterburyTales,wifeBathPrologue,Selden,1646,I,225
works,canterburyTales,wifeBathPrologue,Unknown,1716,I,345.
works,canterburyTales,frameOrder,Unknown,[c. 1420],I,26
works,canterburyTales,frameOrder,Unknown,[c. 1420],I,26
works,canterburyTales,frameOrder,Unknown,[c. 1420-30],I,32
works,canterburyTales,frameOrder,Unknown,[c. 1420-30],I,32
works,canterburyTales,frameOrder,Unknown,[c. 1420-30],I,33
works,canterburyTales,frameOrder,Unknown,[c. 1420-35],I,33
works,canterburyTales,frameOrder,Unknown,[1430],I,36
works,canterburyTales,frameOrder,Unknown,[1450],I,50-52
works,canterburyTales,frameOrder,Dixon (N. & Q.),1865,III,79
works,canterburyTales,frameOrder,Bradshaw,1867-71,III,87
works,canterburyTales,frameOrder,Unknown,1590,I,131-132
works,canterburyTales,frameOrder,Beaumont,1597,I,146
works,canterburyTales,frameOrder,Warton,1782,I,470
works,canterburyTales,frameOrder,Stanley,1855,III,27
works,canterburyTales,frameOrder,Crabbe,1812,II,57
works,canterburyTales,frameOrder,Unknown,1825,II,158
works,canterburyTales,frameOrder,Eschenburg (?),1793,V,136
works,canterburyTales,frameOrder,Unknown,1825,II,158
works,canterburyTales,frameOrder,Desclozeaux,1853,V,61
works,canterburyTales,frameOrder,Filon,1883,V,90
works,canterburyTales,frameOrder,Morel,1895,V,102-103
works,canterburyTales,frameOrder,Legouis,1908,V,118.
works,canterburyTales,cookTale,Unknown,[c. 1420],I,26
works,canterburyTales,cookTale,H.,1687,I,260.
works,canterburyTales,monkTale,Lydgate,[1400],I,14
works,canterburyTales,monkTale,Lydgate,1430,I,36-43
works,canterburyTales,monkTale,Unknown,[c. 1470?],IV,7-8
works,canterburyTales,monkTale,Powell,1841,II,239-40
works,canterburyTales,monkTale,Hunt,1846,II,268-269
works,canterburyTales,monkTale,Gebhardt,1908,V,110.
works,canterburyTales,friarTale,Markland,1728,I,370
works,canterburyTales,friarTale,Ogle,1741,I,389-90
works,canterburyTales,friarTale,Wright,1847,II,275.
works,canterburyTales,manLawTale,Ogle,1741,I,389-390
works,canterburyTales,manLawTale,Brooke,1778,I,449
works,canterburyTales,manLawTale,Planta,1802,II,4
works,canterburyTales,manLawTale,Gray,1835,II,195
works,canterburyTales,manLawTale,Ruskin,1856,III,33-34.
works,canterburyTales,prioressTale,Unknown,[c. 1420-35],I,33
works,canterburyTales,prioressTale,Wordsworth,1801,II,3
works,canterburyTales,prioressTale,Johnstone,1827,II,165
works,canterburyTales,prioressTale,Drumont,1886,V,92
works,canterburyTales,prioressTale,Burne-Jones,1858,III,41
works,canterburyTales,prioressTale,Rossetti,[c. 1854],III,19
works,canterburyTales,prioressTale,Arnold,1880,III,128.
works,canterburyTales,prologue,Morell,1737,I,381-382
works,canterburyTales,prologue,Brink,1871,V,148
works,canterburyTales,prologue,Zupitza,1871,V,148
works,canterburyTales,prologue,Morris,1867,III,86
works,canterburyTales,prologue,Chaucer,1812,II,56
works,canterburyTales,prologue,Betterton,[a. 1710],I,312
works,canterburyTales,prologue,Warton,1797,I,500
works,canterburyTales,prologue,Lécluze,1838,V,51-53
works,canterburyTales,prologue,F[orgues?],1850,V,61
works,canterburyTales,prologue,F[orgues],1850,V,124
works,canterburyTales,prologue,Furnivall,1857,III,36-37
works,canterburyTales,prologue,Ogle,1739,I,385-386
works,canterburyTales,prologue,Warton,1774,I,440
works,canterburyTales,prologue,Blake,1809,II,42-46
works,canterburyTales,prologue,Hallam,1818,II,97
works,canterburyTales,prologue,FitzGerald,1851,III,1-2
works,canterburyTales,prologue,Jusserand,1894,V,97-98
works,canterburyTales,prologue,Gebhart,1907,V,107-8.
works,canterburyTales,modernizations,Ogle,1741,I,389-390
works,canterburyTales,modernizations,Lipscomb,1795,I,496-497
works,canterburyTales,modernizations,Unknown,[n.b. 1811],II,56
works,canterburyTales,modernizations,Horne,1841,II,234-238
works,canterburyTales,wifeBathTale,Dryden,1700,I,283-285
works,canterburyTales,wifeBathTale,Unknown,1757,V,34
works,canterburyTales,wifeBathTale,[Contant d'Orville,1770,V,34-35
works,canterburyTales,wifeBathTale,Hertzberg,1856,V,143-144
works,canterburyTales,wifeBathTale,Johnson,1612,IV,62
works,canterburyTales,wifeBathTale,Brathwait,1665,I,242
works,canterburyTales,wifeBathTale,Scott,1808,II,41
works,canterburyTales,wifeBathTale,Unknown,[1536-40?],I,82
works,canterburyTales,wifeBathTale,Unknown,1555,I,94
works,canterburyTales,wifeBathTale,Bossewell,1572,I,108
works,canterburyTales,wifeBathTale,Scot,1584,I,125
works,canterburyTales,wifeBathTale,Harsnet,1603,I,173
works,canterburyTales,wifeBathTale,Ritson,1831,II,182
works,canterburyTales,wifeBathTale,Leigh Hunt,1834,II,191-192.
works,canterburyTales,earlyRecordsCopies,Brinchele,1420,I,25-26
works,canterburyTales,earlyRecordsCopies,Bruyn,1471,I,56
works,canterburyTales,earlyRecordsCopies,Parmenter,1479,I,60
works,canterburyTales,earlyRecordsCopies,Richmond,1509,I,71.
works,canterburyTales,sompnourTale,[Grosvenor,[1733],IV,86
works,canterburyTales,sompnourTale,Unknown,1769,IV,94
works,canterburyTales,sompnourTale,Gay,1717,I,345.
works,canterburyTales,rhymeIndex,Cromie,1875,III,95.
works,canterburyTales,sirThopas,Unknown,[c. 1420],I,26
works,canterburyTales,sirThopas,Unknwon,[c. 1420-30],I,32
works,canterburyTales,sirThopas,Drayton,1593,I,139
works,canterburyTales,sirThopas,Άποδημουντόφιλος,1611,I,185
works,canterburyTales,sirThopas,Skelton,1510-23,IV,10-11
works,canterburyTales,sirThopas,Wyatt,[a. 1542],I,83-44
works,canterburyTales,sirThopas,Thynne,1600,I,165-166
works,canterburyTales,sirThopas,Hurd,1762,I,422
works,canterburyTales,sirThopas,Hurdn,1765,IV,93-94
works,canterburyTales,sirThopas,Percy,1765,I,427-429
works,canterburyTales,sirThopas,Bossewell,1572,I,109
works,canterburyTales,sirThopas,Spenser,1599,I,161
works,canterburyTales,sirThopas,Lloyd,1648,IV,71
works,canterburyTales,sirThopas,Lyly,1591,I,134.
works,canterburyTales,summaries,Twyne,[1608-44?],I,181-183.
works,canterburyTales,sequels,Lydgate,[1420-22],I,26-32
works,canterburyTales,sequels,Richman,[c. 1810],II,49
works,canterburyTales,sequels,Warner,1830,II,180.
works,canterburyTales,mancipleTale,Wordsworth,1801,II,2
works,canterburyTales,mancipleTale,Wordsworth,1802,II,5
works,canterburyTales,mancipleTale,Hunt,1841,II,234
works,canterburyTales,mancipleTale,Unknown,1555,I,94
works,canterburyTales,mancipleTale,Thynne,[a. 1608],I,180.
works,canterburyTales,criticism,Gray,1835,II,195
works,canterburyTales,criticism,Lydgate,[1400],I,14-15
works,canterburyTales,criticism,Lydgate,[c. 1400],I,15
works,canterburyTales,criticism,Lydgate,[c. 1401],I,15
works,canterburyTales,criticism,Lydgate,[1402-3],I,15-16
works,canterburyTales,criticism,Lydgate,[c. 1403?],I,16-17
works,canterburyTales,criticism,Lydgate,[1403?],I,17-18
works,canterburyTales,criticism,Lydgate,[1409-10?],I,19-20
works,canterburyTales,criticism,Lydgate,[1412-20],I,23-25
works,canterburyTales,criticism,Lydgate,1430,I,36-43
works,canterburyTales,criticism,Caxton,[c. 1483?],I,62-63
works,canterburyTales,criticism,Skelton,1507,I,69
works,canterburyTales,criticism,Hanmer,1576,I,112
works,canterburyTales,criticism,Beaumont,1597,I,146
works,canterburyTales,criticism,Harvey,[1598-1600?],IV,49
works,canterburyTales,criticism,Speght,1598,IV,52
works,canterburyTales,criticism,Le Roux de Lincy,1847,V,60
works,canterburyTales,criticism,Hawes,1506,I,67
works,canterburyTales,criticism,Puttenham,[1584-8],I,125
works,canterburyTales,criticism,Peacham,1622,I,197
works,canterburyTales,criticism,Unknown,1590,I,131
works,canterburyTales,criticism,Evans,1635,I,210
works,canterburyTales,criticism,Dryden,1700,I,279
works,canterburyTales,criticism,Jacob,1720,I,349
works,canterburyTales,criticism,Morell,1737,I,382
works,canterburyTales,criticism,Dryden,1700,I,274
works,canterburyTales,criticism,Warton,1782,I,1470
works,canterburyTales,criticism,Godwin,1803,II,8-9
works,canterburyTales,criticism,Crabbe,1812,I,57
works,canterburyTales,criticism,Mitford,1815,I,72
works,canterburyTales,criticism,Campbell,1819,II,113
works,canterburyTales,criticism,Hippisley,1837,II,217
works,canterburyTales,criticism,De Quincey,1841,II,229-230
works,canterburyTales,criticism,Hunt,1846,II,269-271
works,canterburyTales,criticism,Edgar,1852,III,9
works,canterburyTales,criticism,Milman,1855,III,24-25
works,canterburyTales,criticism,Maurice,1865,III,79
works,canterburyTales,criticism,Unknown,1877,III,122
works,canterburyTales,criticism,Demogeot,1895,V,102
works,canterburyTales,criticism,Green,1874,III,119
works,canterburyTales,criticism,Yart,1753-6,V,29
works,canterburyTales,criticism,Suard,1813,V,41
works,canterburyTales,criticism,Villemain,1830,V,46-47
works,canterburyTales,criticism,Gomont,1847,V,56-60
works,canterburyTales,criticism,Brunet,1856,V,63
works,canterburyTales,criticism,Sandras,1859,V,72-74
works,canterburyTales,criticism,Taine,1863,V,77
works,canterburyTales,criticism,Vapereau,1876,V,84
works,canterburyTales,criticism,Boucher,1882,V,87-88
works,canterburyTales,criticism,Boucher,1890,V,96
works,canterburyTales,criticism,Gausseron,1887,V,94
works,canterburyTales,criticism,Jusserand,1895,V,105
works,canterburyTales,criticism,Legouis,1908,V,113-119
works,canterburyTales,criticism,Legouis,1910,V,121-122
works,canterburyTales,criticism,Eschenburg(?),1793,V,135-136
works,canterburyTales,criticism,Meyer,1845,V,142
works,canterburyTales,criticism,Hertzberg,1856,V,143-144
works,canterburyTales,criticism,Pauli,1860,V,145
works,canterburyTales,criticism,Kölbing,1877,V,148.
works,canterburyTales,canonYeomanTale,Norton,[c. 1477],I,57-58
works,canterburyTales,canonYeomanTale,Unknown,[c. 1550?],I,90
works,canterburyTales,canonYeomanTale,Scot,1584,I,125
works,canterburyTales,canonYeomanTale,Coke,[n.a. 1634],IV,66
works,canterburyTales,canonYeomanTale,Wilson,1662,I,240
works,canterburyTales,canonYeomanTale,Thynne,1576,I,113
works,canterburyTales,canonYeomanTale,Ashmole,1652,I,227
works,canterburyTales,canonYeomanTale,Unknown,1822,II,140.
works,canterburyTales,squireTale,Ogle,1741,I,389-390
works,canterburyTales,squireTale,Sterling,1785,I,479
works,canterburyTales,squireTale,Penn,1794,I,495-496
works,canterburyTales,squireTale,Unknown,1804,II,21
works,canterburyTales,squireTale,Wharton,1804-5,II,22
works,canterburyTales,squireTale,Lane,1614,I,189
works,canterburyTales,squireTale,Chaucer,1687,I,260
works,canterburyTales,squireTale,Phillips,1675,I,250
works,canterburyTales,squireTale,Warton,1785,I,479
works,canterburyTales,squireTale,Clough,1858,III,41
works,canterburyTales,squireTale,Lydgate,[1403?],I,17-18
works,canterburyTales,squireTale,Lydgate,[c. 1421-5],I,34
works,canterburyTales,squireTale,Spenser,1590-96,I,132-133
works,canterburyTales,squireTale,Spenser,1599,I,161
works,canterburyTales,squireTale,Milton,[1632?],I,204.
works,spuriousWorks,isleLadies,Speght,1598,I,79
works,spuriousWorks,isleLadies,Burne-Jones,1865,III,75.
works,spuriousWorks,gamelynTale,Urry,1714,I,330-331
works,spuriousWorks,gamelynTale,Johnson,1765,I,426
works,spuriousWorks,gamelynTale,Tytler,1828,II,171
works,spuriousWorks,gamelynTale,Keats,1818,II,107.
works,spuriousWorks,taleBeryn,Unknown,[a. 1450],IV,5-6
works,spuriousWorks,taleBeryn,Urry,1721,I,79
works,spuriousWorks,taleBeryn,Wright,1845,II,267.
works,spuriousWorks,collective,Leland,[c. 1545],IV,17
works,spuriousWorks,collective,Bale,1548,IV,19-20
works,spuriousWorks,collective,Chaucer,1532,I,78-79
works,spuriousWorks,collective,Unknown,1568,I,102-103
works,spuriousWorks,collective,Thynne,1598,I,154-155.
works,spuriousWorks,cuckooNightingale,[Clanvowe,[c. 1403],I,16
works,spuriousWorks,cuckooNightingale,Thynne,1532,I,79
works,spuriousWorks,cuckooNightingale,Cooke,1774,I,438
works,spuriousWorks,cuckooNightingale,Wordsworth,1801,II,3
works,spuriousWorks,cuckooNightingale,Hore,1841,II,234-238
works,spuriousWorks,cuckooNightingale,Unknown,1720,I,353.
works,spuriousWorks,chronicle,Shirley,[1450],I,48-49.
works,spuriousWorks,epitathEdward3,Winstanley,1660,I,238.
works,otherSeparateWorks,houseFame,Editor [N. & Q.],1851,III,4
