main_category,subcategory,sub_subcategory,author_name,date,volume,page
criticism,language,,Ellis,1801,II,1
criticism,language,,Sherwen,1811,II,55
criticism,language,,Boucher,1832,II,184
criticism,language,,Hunter,1832,II,185
criticism,language,,Guest,1842,II,244
criticism,language,,Craik,1851,III,1
criticism,language,,F. M. N.,1852-3,III,10
criticism,language,,Case,1854,III,15-17
criticism,language,,Edman,1861,III,56
criticism,language,,Child,1862,III,61-62
criticism,language,,Marsh,1862,III,63-64
criticism,language,,Baret,1883,V,88-89
criticism,language,,Brink,1884,V,150
criticism,language,,Einenkel,1887,V,150
criticism,language,,Morsbach,1893,V,152
criticism,language,,Manly,1890,III,139
criticism,language,,Kittredge,1894,III,148
criticism,language,importationMinimised,Tooke,1647,I,225
criticism,language,importationMinimised,Fuller,1655,I,230
criticism,language,importationMinimised,Oldham,1681,I,256
criticism,language,importationMinimised,Unknown,1748,I,395-396
criticism,language,importationMinimised,Unknown,1850,II,287
criticism,language,importationMinimised,Trench,1855,III,28
criticism,language,importationMinimised,Baynes,1870,III,107
criticism,language,corruptedEnglish,Chapman,1598,I,156
criticism,language,corruptedEnglish,Verstegan,1605,I,176
criticism,language,corruptedEnglish,Gil,1619,I,193
criticism,language,corruptedEnglish,Phillips,1658,I,236
criticism,language,corruptedEnglish,Skinner,[a. 1667],I,243
criticism,language,corruptedEnglish,Rymer,1692,I,265
criticism,language,corruptedEnglish,Dryden,1700,I,273
criticism,language,corruptedEnglish,Unknown,1824,II,155
criticism,language,corruptedEnglish,Pope,[1734-6],I,377
criticism,language,corruptedEnglish,Oldys,1738,I,384
criticism,language,corruptedEnglish,[Le Blanc,1745,V,24
criticism,language,corruptedEnglish,Percy,1765,I,427
criticism,language,corruptedEnglish,Warton,1778,I,454
criticism,language,corruptedEnglish,Unknown,1778,I,451
criticism,language,corruptedEnglish,Whitaker,1805,II,25
criticism,language,corruptedEnglish,Baret,1883,V,88-89
criticism,language,corruptedEnglish,Thommerel,1841,V,53-54
criticism,language,corruptedEnglish,Jusserand,1893,V,96-97
criticism,language,dialects,Gaskell,1848,IV,106
criticism,language,dialects,Part,1867,III,93
criticism,language,dialects,E.G.R. in N. and Q.,1856,III,32
criticism,language,dialects,Garnett,1836,II,205
criticism,language,notObsoleteRude,Skelton,1507,I,69
criticism,language,notObsoleteRude,Beaumont,1597,I,145-146
criticism,language,notObsoleteRude,Cokayne,1658,I,236
criticism,language,notObsoleteRude,Pinkerton,1785,I,478-479
criticism,language,notObsoleteRude,Hunt,1823,II,144-145
criticism,language,notObsoleteRude,Coleridge,1834,II,190-191
criticism,language,importationMinimised,Warton,1778,I,454-455
criticism,general,,Taine,1862,V,76
criticism,general,,Gebhart,1908,V,109-111
